Name,Min_CPU_Speed,Recommended_CPU_Speed,Min_GPU_Memory,Recommended_GPU_Memory,Min_RAM,Recommended_RAM,Min_OS,Recommended_OS,Min_Storage,Recommended_Storage,Release_Date
Cardaclysm,1.6,2.4,1024,1024,2 GB,4 GB,Windows 7 32-bit,Windows 10 64-bit,2 GB,2 GB,7/29/2020
Car Tune: Project,2.85,3.35,1024,4096,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,10 GB,10 GB,2/20/2020
Car Trader Simulator,2.95,3.3,768,1024,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,5 GB,5 GB,11/4/2020
Captain Tsubasa: Rise of New Champions,3.3,3.6,1536,2048,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,37 GB,37 GB,8/28/2020
Cannibal Cuisine,3,2.85,1024,1024,2 GB,4 GB,Windows 7 64-bit,Windows 10 64-bit,1 GB,1 GB,5/20/2020
The Walking Dead: Saints and Sinners - Chapter 2: Retribution,3.4,3.05,5120,6144,8 GB,16 GB,Windows 10 64-bit,Windows 10 64-bit,50 GB,50 GB,1/1/2022
The Outer Worlds 2,3.3,3.7,1536,5120,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,40 GB,40 GB,1/1/2022
The Legend of Heroes: Trails from Zero,3,3.03,1536,2560,4 GB,4 GB,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 GB,1/1/2022
The Last Of Us: Part 1,,,,,0,0,0,0,0,0,1/1/2022
The Elder Scrolls VI,2.95,4.05,1664,6144,8 GB,16 GB,Windows 7 64-bit,Windows 7 64-bit,40 GB,40 GB,1/1/2022
The Cycle: Frontier,3.2,3.4,2048,4096,6 GB,8 GB,Windows 10 64-bit,Windows 10 64-bit,37 GB,37 GB,6/8/2022
The Callisto Protocol,2.915,3.75,7168,7168,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,40 GB,40 GB,12/2/2022
Death Stranding,3.15,3.3,3072,7168,8 GB,8 GB,Windows 10 64-bit,Windows 10 64-bit,80 GB,80 GB,7/14/2020
The Dark Pictures: The Devil in Me,3.75,3,2048,7168,8 GB,12 GB,Windows 10 64-bit,Windows 10 64-bit,65 GB,65 GB,1/1/2022
Death Crown,2.55,3,1536,1536,2 GB,2 GB,Windows 7 32-bit,Windows 10 64-bit,0MB,0MB,8/23/2019
Deadly Days,1.8,2.8,768,2048,2 GB,4 GB,Windows Vista 32-bit,Windows 10 64-bit,1 GB,1 GB,9/19/2019
Dead or Alive 6,3.8,3.2,2560,7168,8 GB,16 GB,Windows 7 64-bit,Windows 10 64-bit,50 GB,50 GB,3/1/2019
Dead End Job,2.8,2.85,512,1024,8 GB,8 GB,Windows 10 64-bit,Windows 10 64-bit,2 GB,2 GB,12/13/2019
Dead by Daylight - Stranger Things Chapter,3.4,3.15,1024,4096,8 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,15 GB,0,9/17/2019
Day of Dragons,2.75,3.65,2048,4096,4 GB,8 GB,Windows 10 64-bit,Windows 10 64-bit,20 GB,20 GB,12/4/2019
The House of the Dead Remake,3.6,3.7,4096,7168,8 GB,16 GB,Windows 10 64-bit,Windows 10 64-bit,7 GB,7 GB,4/28/2022
Dawn of Man,2.65,2.9,2048,2048,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,2 GB,2 GB,3/1/2019
Dead Age 2,3.15,3.3,2048,7168,8 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,7 GB,7 GB,3/12/2021
Days Gone,3.4,3.5,3584,5120,8 GB,16 GB,Windows 10 64-bit,Windows 10 64-bit,100 GB,100 GB,5/18/2021
Darksiders 4,3.5,3.2,2048,4096,8 GB,16 GB,Windows 7 64-bit,Windows 7 64-bit,25 GB,25 GB,1/1/2021
Daymare: 1998,3.35,4.05,2048,3584,8 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 GB,9/17/2019
DC Outlaws,2.915,3.75,2048,7168,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,40 GB,40 GB,1/1/2021
Darkest Dungeon 2,2.65,2.9,2048,2048,4 GB,6 GB,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 GB,10/26/2021
Dark Deity,2.65,2.9,2048,2048,4 GB,6 GB,Windows 7 64-bit,Windows 10 64-bit,5 GB,5 GB,6/15/2021
Dangerous Driving 2,3.6,4.1,4096,4096,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,12 GB,12 GB,1/1/2021
Dandy Ace,2.9,2.9,1024,1536,4 GB,6 GB,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 GB,3/25/2021
The Quarry,3.7,3.8,3584,7168,8 GB,16 GB,Windows 10 64-bit,Windows 10 64-bit,50 GB,50 GB,6/10/2022
Dagon,3.1,2.95,2048,4096,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,3 GB,3 GB,9/24/2021
cyberpunkdreams,1.63,2.1,320,640,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,2 GB,2 GB,5/14/2021
Cyberpunk Online,3.4,3.6,3584,5120,8 GB,12 GB,Windows 7 64-bit,Windows 10 64-bit,70 GB,70 GB,1/1/2022
Jurassic World Evolution,3.3,3.7,1536,3072,8 GB,12 GB,Windows 7 64-bit,Windows 7 64-bit,8 GB,8 GB,6/12/2018
Into the Breach,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0,0,2/27/2018
Insurgency: Sandstorm,3.3,3.2,2560,6144,8 GB,16 GB,Windows 7 64-bit,Windows 10 32-bit,40 GB,40 GB,12/12/2018
Jagged Alliance: Rage!,2.915,3.15,1024,2560,4 GB,8 GB,Windows 7 32-bit,Windows 7 64-bit,15 GB,15 GB,12/6/2018
Islands of Nyne: Battle Royale,3.4,3.6,2048,5120,6 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,25 GB,25 GB,7/12/2018
InnerSpace,2.965,3.35,1024,2048,8 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,5 GB,0,1/16/2018
Identity (MMORPG),3.1,3.35,1152,2048,4 GB,6 GB,Windows 7 64-bit,Windows 7 64-bit,14 GB,14 GB,11/30/2018
Immortal Unchained,2.915,4.35,1024,3584,6 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,25 GB,25 GB,9/7/2018
Hunt: Showdown,3.2,3.35,2048,6144,8 GB,12 GB,Windows 7 64-bit,Windows 10 64-bit,20 GB,20 GB,8/27/2019
Endless Space 2,3.15,3.55,1024,2048,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,8 GB,8 GB,5/19/2017
Endless Legend - Forgotten Love,2.7,3.5,1024,2560,4 GB,8 GB,Windows Vista 64-bit,Windows 7 64-bit,4 GB,4 GB,3/2/2017
Empathy: Path of Whispers,2.45,3.5,1536,2560,8 GB,12 GB,Windows 7 64-bit,Windows 7 64-bit,9 GB,9 GB,5/16/2017
ELEX,3.65,4,2048,3584,8 GB,16 GB,Windows 7 64-bit,Windows 10 64-bit,35 GB,35 GB,10/17/2017
Immortal Darkness: Curse of The Pale King,3.4,3.45,2048,3584,2 GB,4 GB,Windows 7 64-bit,Windows 10 64-bit,1 GB,1 GB,10/17/2018
Duck Season,3.65,3.3,4096,7168,8 GB,16 GB,Windows 7 64-bit,Windows 10 64-bit,7 GB,7 GB,9/14/2017
Dream Daddy: A Dad Dating Simulator,2.5,3.2,768,2048,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,10 GB,10 GB,7/20/2017
Dragon Quest Heroes 2,3.065,3.9,1024,1536,4 GB,4 GB,Windows 7 64-bit,Windows 10 64-bit,40 GB,40 GB,4/25/2017
Doom VFR,3.65,3.8,6144,8192,8 GB,16 GB,Windows 7 64-bit,Windows 10 64-bit,17 GB,17 GB,12/1/2017
In Death,3.4,4.15,4096,6656,8 GB,16 GB,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 GB,2/1/2018
Tales of Luminaria,,,,,0,0,0,0,0,0,1/1/2022
System Shock 3,3.3,3.95,1536,3584,6 GB,8 GB,Windows Vista 64-bit,Windows 7 64-bit,20 GB,20 GB,1/1/2022
SYNCED: Off-Planet,2.6,3.75,2560,6144,16 GB,16 GB,Windows 7 64-bit,Windows 10 64-bit,35 GB,35 GB,1/1/2022
Dungeons 3,2.3,2.865,320,704,1 GB,2 GB,Windows Vista 32-bit,Windows 7 32-bit,8 GB,8 GB,9/30/2017
Suicide Squad: Kill the Justice League,2.915,3.75,2048,7168,8 GB,16 GB,Windows 7 64-bit,Windows 10 64-bit,70 GB,70 GB,1/1/2022
Stray,3.7,3.1,1536,3584,8 GB,8 GB,Windows 10 64-bit,Windows 10 64-bit,10 GB,10 GB,7/19/2022
DARQ,2.665,3.7,704,2048,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,3 GB,3 GB,8/15/2019
Darksiders Genesis,3.5,3.2,2048,5120,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 GB,12/5/2019
Dark Future: Blood Red States,2.5,3.23,2048,4096,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,10 GB,10 GB,5/16/2019
Stranger of Paradise: Final Fantasy Origin,3.45,3.2,5120,7168,8 GB,16 GB,Windows 10 64-bit,Windows 10 64-bit,80 GB,80 GB,3/18/2022
Cyber Emoji Tale 2099,2.8,2.8,768,768,0MB,1 GB,Windows XP 32-bit,Windows 10 64-bit,0MB,0MB,3/1/2021
Cyanide and Happiness - Freakpocalypse,2.915,3.75,2048,7168,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,3 GB,3 GB,3/11/2021
Crowns and Pawns: Kingdom of Deceit,1.4,2.8,256,320,4 GB,4 GB,Windows 7 64-bit,Windows 10 64-bit,4 GB,4 GB,1/1/2021
Crysis Battle Royale,2.915,3.75,7168,7168,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,40 GB,40 GB,1/1/2021
Crysis 2 Remastered,3.35,3.7,4096,7168,8 GB,12 GB,Windows 10 64-bit,Windows 10 64-bit,20 GB,20 GB,1/1/2021
CryoFall,2.5,3.2,768,1536,3 GB,4 GB,Windows 7 64-bit,Windows 7 64-bit,1 GB,1 GB,4/29/2021
Cruelty Squad,3.3,3.75,3072,7168,2 GB,4 GB,Windows 7 64-bit,Windows 10 64-bit,1 GB,1 GB,6/16/2021
Guacamelee! 2,2.5,3.2,768,1536,2 GB,4 GB,Windows 7 32-bit,Windows 7 64-bit,10 GB,10 GB,8/21/2018
Cris Tales,3,3.15,1024,2048,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 GB,7/20/2021
House Flipper,3.2,3,1536,4096,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,4 GB,4 GB,5/17/2018
Hitman 2 (2018),3.15,3.4,2048,8192,8 GB,16 GB,Windows 7 64-bit,Windows 10 64-bit,60 GB,60 GB,11/13/2018
Cyber Shadow,1.6,2.8,192,768,1 GB,2 GB,Windows XP 32-bit,Windows 10 64-bit,0MB,0MB,1/26/2021
Dauntless,2.7,2.78,2048,6144,4 GB,8 GB,Windows XP 32-bit,Windows 7 64-bit,24 GB,24 GB,5/21/2019
GRIS,2.63,2.9,1024,2048,4 GB,6 GB,Windows 7 32-bit,Windows 7 64-bit,4 GB,4 GB,12/13/2018
Hevn,3.05,2.915,320,2048,1 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,0MB,0MB,9/24/2018
Hades,3.15,3.4,1536,1536,2 GB,6 GB,Windows 7 64-bit,Windows 7 64-bit,10 GB,16 GB,12/10/2018
H1Z1: King of the Kill,3.25,2.8,960,1024,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,20 GB,20 GB,2/28/2018
Gray Dawn,3.3,3.2,2048,7168,8 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,6 GB,6 GB,6/7/2018
Don't Knock Twice,3.3,3.95,1536,3584,6 GB,8 GB,Windows Vista 64-bit,Windows 7 64-bit,20 GB,20 GB,7/25/2017
Doki Doki Literature Club!,2.2,3.2,768,2048,4 GB,4 GB,Windows 7 64-bit,Windows 7 64-bit,0MB,0MB,9/22/2017
Divinity: Original Sin II,2.85,2.665,1024,2560,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,25 GB,25 GB,9/14/2017
Divided We Fall,2.5,2.915,672,1920,1 GB,4 GB,Windows Vista 32-bit,Windows 7 64-bit,10 GB,1 GB,10/2/2017
Dishonored: Death of the Outsider,3.3,3.7,2560,7168,8 GB,16 GB,Windows 7 64-bit,Windows 10 64-bit,60 GB,60 GB,9/15/2017
Disgaea 2 PC,2.68,3.45,512,1536,1 GB,2 GB,Windows Vista 32-bit,Windows 10 32-bit,2 GB,2 GB,1/30/2017
Caffeine: Victoria's Legacy,2.8,2.85,768,1024,2 GB,4 GB,Windows XP 32-bit,Windows 10 64-bit,2 GB,2 GB,1/31/2020
Bus Mechanic Simulator,3.25,3.5,2048,3072,6 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,4 GB,4 GB,5/14/2020
Bunny Park,3.15,3.15,2048,2048,4 GB,4 GB,Windows 7 64-bit,Windows 10 64-bit,0MB,0MB,1/14/2020
BulletRage,3.9,3.3,1536,2048,8 GB,16 GB,Windows 7 64-bit,Windows 10 64-bit,2 GB,2 GB,3/31/2020
Builders Of Egypt,2.55,3.5,2560,2560,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,20 GB,20 GB,3/2/2020
Stormrite,2.915,3.75,1152,7168,8 GB,16 GB,Windows 7 64-bit,Windows 10 64-bit,20 GB,20 GB,1/1/2022
Steelrising,3.3,3.4,2048,6144,8 GB,16 GB,Windows 7 64-bit,Windows 10 64-bit,25 GB,25 GB,1/1/2022
Star Wars: Knights of the Old Republic III,2.915,3.75,7168,6144,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,40 GB,40 GB,1/1/2022
Star Wars: Jedi - Fallen Order 2,3.3,3.5,1024,8192,8 GB,16 GB,Windows 7 64-bit,Windows 10 64-bit,55 GB,55 GB,1/1/2022
Splinter Cell Remake,,,,,0,0,0,0,0,0,1/1/2022
Soul Hackers 2,3.15,3.35,1024,2048,8 GB,8 GB,Windows 10 64-bit,Windows 10 64-bit,22 GB,22 GB,8/26/2022
Dangerous Driving,3.6,4.1,4096,4096,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,12 GB,12 GB,4/9/2019
Danger City,3.2,3.1,4096,7168,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,25 GB,30 GB,12/3/2019
Daemon X Machina,3.25,3.4,2048,5120,6 GB,8 GB,Windows 8 64-bit,Windows 10 64-bit,13 GB,13 GB,2/13/2020
Cuisine Royale,3.3,3.45,1024,7168,8 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 GB,12/12/2019
Cubeland VR,3.4,3.55,4096,7168,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,0,0,11/25/2019
Cthulhu Saves Christmas,2.5,3.8,512,2048,2 GB,4 GB,Windows 7 32-bit,Windows 10 64-bit,2 GB,2 GB,12/23/2019
CSC | Space MMO,3.1,3.1,1664,2560,8 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,3 GB,3 GB,8/27/2019
Crystar,3.95,3.15,1024,2560,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,10 GB,10 GB,8/28/2019
Crash Bandicoot 4: It’s About Time,3.55,3.45,2560,6144,8 GB,16 GB,Windows 10 64-bit,Windows 10 64-bit,30 GB,30 GB,3/26/2021
Cozy Grove,2.9,2.8,768,7168,4 GB,8 GB,Windows 10 64-bit,Windows 10 64-bit,3 GB,5 GB,4/8/2021
Core,,,,,0,0,0,0,0,0,4/15/2021
Contraband Police: Prologue,3.15,3.55,1024,1024,8 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 GB,2/16/2021
Conan Chop Chop,2.2,3.03,384,704,4 GB,4 GB,Windows 7 64-bit,Windows 10 64-bit,1 GB,1 GB,1/1/2021
CODE2040,3.1,3.4,4096,8192,8 GB,16 GB,Windows 10 64-bit,Windows 10 64-bit,30 GB,30 GB,2/2/2021
Graveyard Keeper,1.9,3.2,768,1536,4 GB,4 GB,Windows 7 32-bit,Windows 7 64-bit,10 GB,10 GB,8/15/2018
Gravel,3.05,3.6,2560,2048,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,40 GB,40 GB,2/27/2018
Ghoststory,3.55,3.58,1024,5120,8 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 GB,4/9/2018
Diluvion,3,2.9,1152,2048,4 GB,6 GB,Windows 7 64-bit,Windows 7 64-bit,4 GB,4 GB,2/2/2017
Deformers,2.05,2.25,320,960,2 GB,4 GB,Windows XP 32-bit,Windows 7 32-bit,2 GB,2 GB,4/21/2017
DESYNC,2.5,3.2,768,2048,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,10 GB,10 GB,2/28/2017
Diablo III: Rise Of The Necromancer,2.55,2.65,384,704,1 GB,2 GB,Windows XP 32-bit,Windows Vista 32-bit,12 GB,12 GB,6/27/2017
Dirt 4,3.265,3.5,1024,5632,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,50 GB,50 GB,6/9/2017
Deus Ex: Mankind Divided - A Criminal Past,3.45,3.75,2048,4096,8 GB,16 GB,Windows 7 64-bit,Windows 10 64-bit,45 GB,30 GB,2/23/2017
Destiny 2,3.85,3.35,2048,6144,6 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,105 GB,105 GB,10/24/2017
Broken Lines,2.615,3.6,1024,3072,8 GB,16 GB,Windows 7 64-bit,Windows 10 64-bit,4 GB,4 GB,2/25/2020
Brothers in Blood: WW2 Co-op,2.95,2.95,1024,1024,8 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,35 GB,35 GB,10/27/2020
Broomstick League,3.2,3.45,1024,2048,8 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,5 GB,5 GB,3/5/2020
Britannic: Patroness of the Mediterranean,3.65,3.3,1024,4096,8 GB,16 GB,Windows 7 64-bit,Windows 10 64-bit,17 GB,17 GB,6/19/2020
Sonic Frontiers,,,,,0,0,0,0,0,0,1/1/2022
Skate 4,2.915,3.75,2048,7168,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,40 GB,40 GB,1/1/2022
Sniper Elite 5,3.55,3,4096,7168,8 GB,16 GB,Windows 10 64-bit,Windows 10 64-bit,85 GB,85 GB,5/26/2022
Crying Suns,2.915,3.05,1024,2048,4 GB,4 GB,Windows 7 32-bit,Windows 10 64-bit,2 GB,2 GB,9/19/2019
Crossroads Inn,3.5,3.5,1024,2048,4 GB,6 GB,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 GB,10/31/2019
Slime Rancher 2,3.4,3.15,2560,8192,8 GB,16 GB,Windows 10 64-bit,Windows 10 64-bit,8 GB,8 GB,9/22/2022
Cricket 19 - The Official Game of the Ashes,3.2,3.5,2048,6144,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,25 GB,25 GB,7/31/2019
Skull and Bones,3.4,3.65,5120,8192,8 GB,16 GB,Windows 10 64-bit,Windows 10 64-bit,65 GB,65 GB,11/8/2022
Creature in the Well,2.765,3,1152,2560,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,5 GB,10 GB,9/6/2019
Chroma: Bloom And Blight,3.15,3.15,2048,2560,6 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,8 GB,10 GB,1/28/2021
Classified Stories: The Tome of Myrkah,2.4,3.35,2048,2048,8 GB,16 GB,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 GB,4/8/2021
Chronicle of Innsmouth: Mountains of Madness,2.8,2.85,768,768,1 GB,2 GB,Windows XP 32-bit,Windows 10 64-bit,2 GB,3 GB,2/16/2021
City of Titans,2.5,2.9665,768,1024,1 GB,4 GB,Windows XP 32-bit,Windows XP 32-bit,15 GB,15 GB,1/1/2021
Cobra Kai: The Karate Kid Saga Continues,3.7,2.9,1024,4096,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 GB,1/5/2021
Frostpunk,2.75,3.6,2048,4096,8 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,3 GB,8 GB,4/24/2018
Frozen Synapse 2,2.5,3.2,768,2048,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,10 GB,10 GB,9/13/2018
Gene Rain,3.55,3.75,2048,4096,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,15 GB,16 GB,1/9/2020
Deceit,3.13,3.1,768,2048,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,10 GB,10 GB,3/3/2017
Chivalry 2,3.3,3.5,2048,8192,8 GB,16 GB,Windows 10 64-bit,Windows 10 64-bit,20 GB,20 GB,6/8/2021
Citystate 2,3.2,3.6,2048,7168,8 GB,16 GB,Windows 7 64-bit,Windows 7 64-bit,4 GB,4 GB,9/23/2021
Deadbeat Heroes,3.05,3.05,1024,1024,2 GB,4 GB,Windows 7 32-bit,Windows 10 64-bit,0MB,0MB,10/10/2017
Dead Effect 2 VR,3.65,3.45,4096,4096,6 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,13 GB,13 GB,10/3/2017
Dead Alliance,2.65,2.9,1536,3072,8 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 GB,8/29/2017
Days of War,3.4,3.9,1536,4096,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,12 GB,12 GB,1/26/2017
Friday the 13th: Killer Puzzle - Episode 7: Wasteland,1.73,2.7,384,1024,2 GB,4 GB,Windows 7 32-bit,Windows 10 64-bit,0MB,0MB,4/13/2018
Season: A Letter to the Future,,,,,0,0,0,0,0,0,1/1/2022
Scorn,3.3,3.4,3584,8192,8 GB,16 GB,Windows 10 64-bit,Windows 10 64-bit,50 GB,50 GB,10/21/2022
Booth,2.7,2.4,768,768,2 GB,2 GB,Windows 7 32-bit,Windows 10 64-bit,0MB,0MB,7/22/2020
Boomerang Fu,2.275,3.5,1024,2048,4 GB,6 GB,Windows 7 64-bit,Windows 10 64-bit,0MB,0MB,8/13/2020
Shadow Warrior 3,2.915,3.75,2048,7168,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,40 GB,40 GB,3/1/2022
Friday the 13th: Killer Puzzle - Episode 8: Future Shock,1.73,2.7,384,1024,2 GB,4 GB,Windows 7 32-bit,Windows 10 64-bit,0MB,0MB,4/13/2018
Saints Row (2022),3.25,3.75,4096,8192,8 GB,12 GB,Windows 10 64-bit,Windows 10 64-bit,50 GB,50 GB,8/23/2022
Roots of Pacha,2.9,3.2,768,1536,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,1 GB,1 GB,1/1/2022
Return to Monkey Island,,,,,0,0,0,0,0,0,1/1/2022
Court of Ashes,1.45,2.8,256,384,4 GB,4 GB,Windows 7 64-bit,Windows 10 64-bit,2 GB,2 GB,10/10/2019
Rollerdrome,3.55,3.6,1024,1536,4 GB,4 GB,Windows 10 64-bit,Windows 10 64-bit,10 GB,10 GB,8/16/2022
Counter Terrorist Agency,3.2,3.2,1024,1024,4 GB,4 GB,Windows 7 64-bit,Windows 10 64-bit,2 GB,2 GB,12/5/2019
Contra: Rogue Corps,3.35,3.55,2048,3072,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,14 GB,14 GB,9/24/2019
Corpse Party 2: Dead Patient,3.15,3.1,2048,2048,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,3 GB,3 GB,10/23/2019
Crackdown 3,3.35,3.75,2048,4096,8 GB,8 GB,Windows 10 64-bit,Windows 10 64-bit,80 GB,80 GB,2/15/2019
Control,3.85,3.7,3072,5120,8 GB,16 GB,Windows 7 64-bit,Windows 10 64-bit,55 GB,55 GB,8/27/2019
Chicken Invaders Universe,2.5,3.2,768,1536,1 GB,4 GB,Windows 7 64-bit,Windows 7 64-bit,10 GB,10 GB,4/16/2021
Serious Sam: Siberian Mayhem,2.5,3.65,4608,7168,8 GB,16 GB,Windows 10 64-bit,Windows 10 64-bit,25 GB,25 GB,1/25/2022
Chair Simulator,2.5,3.2,768,1536,2 GB,4 GB,Windows 10 64-bit,Windows 10 64-bit,2 GB,2 GB,5/14/2021
ChilloutVR,3.5,3.5,7168,8192,8 GB,16 GB,Windows 7 64-bit,Windows 10 64-bit,2 GB,2 GB,2/8/2021
Friday the 13th: Killer Puzzle - Episode 5: Last Resort,1.73,2.7,384,1024,2 GB,4 GB,Windows 7 32-bit,Windows 10 64-bit,0MB,0MB,4/13/2018
Sifu,3.3,3.75,2048,7168,8 GB,16 GB,Windows 7 64-bit,Windows 10 64-bit,20 GB,20 GB,2/8/2022
Century: Age of Ashes,3.33,3.1,2048,4096,6 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,10 GB,10 GB,4/1/2021
Friday the 13th: Killer Puzzle - Episode 6: Slayground,1.73,2.7,384,1024,2 GB,4 GB,Windows 7 32-bit,Windows 10 64-bit,0MB,0MB,4/13/2018
Friday the 13th: Killer Puzzle - Episode 4: IMASKNY,1.73,2.7,384,1024,2 GB,4 GB,Windows 7 32-bit,Windows 10 64-bit,0MB,0MB,4/13/2018
Castlevania Advance Collection,3.55,3.4,256,2048,4 GB,4 GB,Windows 10 64-bit,Windows 10 64-bit,1 GB,1 GB,9/24/2021
Friday the 13th: Killer Puzzle - Episode 2: Lockdown,1.73,2.7,384,1024,2 GB,4 GB,Windows 7 32-bit,Windows 10 64-bit,0MB,0MB,4/13/2018
Friday the 13th: Killer Puzzle - Episode 12: Jurassic Jason,1.73,2.7,384,1024,2 GB,4 GB,Windows 7 32-bit,Windows 10 64-bit,0MB,0MB,4/13/2018
Friday the 13th: Killer Puzzle - Episode 3: Winter Kills,1.73,2.7,384,1024,2 GB,4 GB,Windows 7 32-bit,Windows 10 64-bit,0MB,0MB,4/13/2018
Friday the 13th: Killer Puzzle - Episode 11: Knightmare,1.73,2.7,384,1024,2 GB,4 GB,Windows 7 32-bit,Windows 10 64-bit,0MB,0MB,4/13/2018
Friday the 13th: Killer Puzzle - Episode 10: The Ripper,1.73,2.7,384,1024,2 GB,4 GB,Windows 7 32-bit,Windows 10 64-bit,0MB,0MB,4/13/2018
Darkest Dungeon: Crimson Court,1.63,2.1,320,640,2 GB,4 GB,Windows XP 64-bit,Windows 7 64-bit,2 GB,2 GB,6/19/2017
Dawn of War 3,2.78,3.45,1536,2560,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,50 GB,50 GB,4/27/2017
Darkwood,2.85,2.815,512,2048,4 GB,6 GB,Windows Vista 32-bit,Windows 10 64-bit,6 GB,6 GB,7/17/2017
Dark Souls 3 - The Ringed City,3.15,3.45,1024,2048,8 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,50 GB,50 GB,3/28/2017
Dark Souls 3 - The Fire Fades Edition,3.15,3.7,2048,4096,8 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,20 GB,20 GB,4/21/2017
Friday the 13th: Killer Puzzle - Ep 9 Return to Crystal Lake,1.73,2.7,384,1024,2 GB,4 GB,Windows 7 32-bit,Windows 10 64-bit,0MB,0MB,4/13/2018
Bloodroots,3.15,2.98,1024,2560,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,4 GB,4 GB,3/12/2020
BloodRayne: Terminal Cut,1.93,2.8,256,768,1 GB,2 GB,Windows 7 32-bit,Windows 10 64-bit,8 GB,8 GB,11/20/2020
